,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,term_deposit
14100,46-64,retired,married,secondary,no,100,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14101,46-64,blue-collar,married,secondary,no,3728,yes,no,cellular,11,jul,>10,2,<7,0,unknown,yes
14102,18-29,admin.,married,secondary,no,287,no,yes,cellular,11,jul,<5,2,<7,0,unknown,no
14103,30-45,services,single,secondary,no,183,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14104,30-45,self-employed,married,secondary,no,611,no,no,cellular,11,jul,<5,2,<7,0,unknown,no
14105,46-64,technician,married,secondary,no,107,no,no,telephone,11,jul,<5,4,<7,0,unknown,no
14106,46-64,unemployed,married,tertiary,no,174,no,yes,cellular,11,jul,<5,7,<7,0,unknown,no
14107,18-29,blue-collar,married,primary,no,243,no,yes,cellular,11,jul,<5,2,<7,0,unknown,no
14108,30-45,blue-collar,married,secondary,no,406,no,yes,cellular,11,jul,<5,2,<7,0,unknown,no
14109,30-45,admin.,married,secondary,no,401,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14110,30-45,admin.,married,secondary,no,444,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14111,30-45,self-employed,married,tertiary,no,1249,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14112,30-45,admin.,married,primary,no,392,yes,yes,cellular,11,jul,<5,2,<7,0,unknown,no
14113,30-45,admin.,married,secondary,no,645,yes,yes,cellular,11,jul,<5,2,<7,0,unknown,no
14114,30-45,blue-collar,married,secondary,yes,-745,yes,yes,cellular,11,jul,<5,2,<7,0,unknown,no
14115,30-45,admin.,divorced,secondary,no,48,no,no,cellular,11,jul,<5,10,<7,0,unknown,no
14116,46-64,entrepreneur,married,secondary,no,0,yes,no,cellular,11,jul,>10,2,<7,0,unknown,no
14117,30-45,admin.,married,secondary,no,3814,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14118,30-45,services,single,primary,no,167,no,yes,cellular,11,jul,>10,2,<7,0,unknown,yes
14119,30-45,entrepreneur,married,primary,no,-21,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14120,30-45,housemaid,married,primary,no,0,no,yes,cellular,11,jul,<5,2,<7,0,unknown,no
14121,46-64,technician,married,secondary,no,-226,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14122,30-45,technician,married,tertiary,no,177,yes,no,telephone,11,jul,<5,2,<7,0,unknown,no
14123,30-45,admin.,married,tertiary,no,0,yes,yes,cellular,11,jul,<5,2,<7,0,unknown,no
14124,46-64,admin.,divorced,secondary,no,0,no,yes,cellular,11,jul,5-10,3,<7,0,unknown,no
14125,30-45,services,married,secondary,yes,-146,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14126,46-64,blue-collar,married,primary,no,0,no,no,cellular,11,jul,<5,2,<7,0,unknown,no
14127,46-64,admin.,married,unknown,no,76,no,no,cellular,11,jul,<5,2,<7,0,unknown,no
14128,46-64,management,married,tertiary,no,-762,yes,yes,cellular,11,jul,5-10,2,<7,0,unknown,no
14129,30-45,technician,married,secondary,no,0,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14130,46-64,technician,single,secondary,no,834,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14131,46-64,retired,married,secondary,no,991,no,no,cellular,11,jul,5-10,2,<7,0,unknown,no
14132,30-45,management,single,tertiary,no,0,no,yes,cellular,11,jul,<5,3,<7,0,unknown,no
14133,46-64,housemaid,married,primary,no,0,yes,yes,cellular,11,jul,<5,2,<7,0,unknown,no
14134,30-45,technician,married,tertiary,no,851,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14135,18-29,services,single,secondary,no,0,yes,no,cellular,11,jul,5-10,2,<7,0,unknown,no
14136,46-64,housemaid,divorced,primary,no,0,no,no,cellular,11,jul,>10,2,<7,0,unknown,no
14137,46-64,entrepreneur,married,tertiary,no,40,no,yes,cellular,11,jul,<5,2,<7,0,unknown,no
14138,46-64,services,married,secondary,no,5,yes,yes,cellular,11,jul,<5,2,<7,0,unknown,no
14139,30-45,management,married,tertiary,no,484,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14140,46-64,admin.,married,secondary,no,0,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14141,30-45,admin.,single,secondary,no,141,no,no,cellular,11,jul,<5,2,<7,0,unknown,no
14142,30-45,self-employed,married,secondary,no,413,yes,no,cellular,11,jul,>10,2,<7,0,unknown,no
14143,30-45,blue-collar,married,primary,no,35,yes,no,cellular,11,jul,5-10,2,<7,0,unknown,no
14144,46-64,management,married,tertiary,no,383,no,yes,cellular,11,jul,5-10,2,<7,0,unknown,no
14145,30-45,technician,single,tertiary,no,0,no,yes,cellular,11,jul,<5,2,<7,0,unknown,no
14146,30-45,services,married,secondary,no,0,yes,yes,cellular,11,jul,<5,2,<7,0,unknown,no
14147,30-45,housemaid,married,primary,no,71,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14148,30-45,management,married,tertiary,no,2220,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14149,46-64,retired,divorced,secondary,no,1099,no,no,cellular,11,jul,>10,2,<7,0,unknown,yes
14150,46-64,management,married,tertiary,no,2222,yes,no,cellular,11,jul,>10,2,<7,0,unknown,yes
14151,46-64,blue-collar,single,primary,no,-86,no,no,cellular,11,jul,<5,2,<7,0,unknown,no
14152,30-45,entrepreneur,married,tertiary,no,986,no,no,cellular,11,jul,>10,2,<7,0,unknown,no
14153,18-29,management,single,tertiary,no,983,yes,no,cellular,11,jul,>10,2,<7,0,unknown,yes
14154,46-64,blue-collar,single,secondary,no,-195,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14155,46-64,management,divorced,secondary,no,204,yes,no,cellular,11,jul,>10,2,<7,0,unknown,yes
14156,30-45,blue-collar,married,primary,no,0,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14157,30-45,management,married,tertiary,no,586,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14158,46-64,services,married,secondary,no,642,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14159,30-45,admin.,married,secondary,no,488,no,yes,telephone,11,jul,<5,2,<7,0,unknown,no
14160,30-45,management,single,unknown,no,1534,yes,no,cellular,11,jul,>10,2,<7,0,unknown,yes
14161,46-64,blue-collar,divorced,primary,no,0,no,no,cellular,11,jul,5-10,2,<7,0,unknown,no
14162,30-45,management,married,tertiary,no,1660,yes,no,cellular,11,jul,>10,2,<7,0,unknown,no
14163,18-29,entrepreneur,married,secondary,no,-36,no,yes,cellular,11,jul,<5,10,<7,0,unknown,no
14164,46-64,retired,married,secondary,no,1250,no,yes,telephone,11,jul,<5,2,<7,0,unknown,no
14165,46-64,management,married,tertiary,no,698,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14166,46-64,technician,divorced,tertiary,no,2848,yes,yes,cellular,11,jul,<5,2,<7,0,unknown,no
14167,30-45,admin.,single,secondary,no,426,yes,no,cellular,11,jul,>10,2,<7,0,unknown,no
14168,46-64,retired,married,unknown,no,178,yes,no,telephone,11,jul,5-10,2,<7,0,unknown,no
14169,30-45,entrepreneur,divorced,tertiary,no,1225,yes,no,cellular,11,jul,>10,2,<7,0,unknown,no
14170,30-45,admin.,married,secondary,no,1661,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14171,30-45,services,married,secondary,no,-601,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14172,30-45,management,divorced,secondary,no,1448,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14173,18-29,housemaid,single,secondary,no,93,no,no,cellular,11,jul,<5,3,<7,0,unknown,no
14174,30-45,housemaid,married,primary,no,212,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14175,30-45,admin.,divorced,secondary,no,25,no,no,cellular,11,jul,>10,2,<7,0,unknown,no
14176,46-64,retired,married,secondary,no,3812,yes,no,telephone,11,jul,5-10,2,<7,0,unknown,no
14177,30-45,management,married,tertiary,no,466,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14178,46-64,technician,married,secondary,no,338,no,yes,cellular,11,jul,5-10,2,<7,0,unknown,no
14179,46-64,blue-collar,divorced,primary,no,410,no,yes,cellular,11,jul,<5,2,<7,0,unknown,no
14180,18-29,blue-collar,married,primary,no,565,no,no,cellular,11,jul,<5,2,<7,0,unknown,no
14181,46-64,technician,single,tertiary,no,1840,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14182,30-45,admin.,single,secondary,no,-186,yes,yes,cellular,11,jul,<5,2,<7,0,unknown,no
14183,30-45,technician,married,secondary,no,0,no,no,cellular,11,jul,<5,2,<7,0,unknown,no
14184,46-64,retired,married,primary,no,0,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14185,30-45,services,married,tertiary,no,260,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14186,46-64,housemaid,married,primary,no,311,yes,no,telephone,11,jul,5-10,2,<7,0,unknown,no
14187,30-45,self-employed,married,tertiary,no,430,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14188,30-45,blue-collar,married,secondary,no,178,yes,no,cellular,11,jul,5-10,2,<7,0,unknown,no
14189,46-64,services,married,primary,no,830,yes,yes,cellular,11,jul,<5,2,<7,0,unknown,no
14190,30-45,blue-collar,married,secondary,no,157,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14191,46-64,technician,married,secondary,no,0,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14192,30-45,services,married,secondary,no,0,no,no,cellular,11,jul,<5,2,<7,0,unknown,no
14193,30-45,technician,single,tertiary,no,696,no,yes,cellular,11,jul,<5,2,<7,0,unknown,no
14194,30-45,services,single,secondary,no,0,no,yes,cellular,11,jul,5-10,2,<7,0,unknown,no
14195,30-45,management,married,tertiary,no,3841,no,no,cellular,11,jul,<5,2,<7,0,unknown,no
14196,30-45,blue-collar,married,secondary,no,1059,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14197,30-45,entrepreneur,married,primary,no,0,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14198,30-45,technician,married,unknown,no,756,no,no,cellular,11,jul,5-10,3,<7,0,unknown,no
14199,30-45,blue-collar,married,unknown,no,458,yes,yes,cellular,11,jul,<5,2,<7,0,unknown,no
14200,30-45,services,single,primary,yes,-357,yes,yes,cellular,11,jul,<5,2,<7,0,unknown,no
14201,46-64,management,married,primary,no,2769,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14202,18-29,admin.,single,secondary,no,3638,no,no,cellular,11,jul,<5,5,<7,0,unknown,no
14203,30-45,admin.,married,secondary,no,1074,yes,no,cellular,11,jul,>10,2,<7,0,unknown,yes
14204,30-45,technician,married,secondary,no,483,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14205,46-64,services,married,secondary,no,5,no,yes,cellular,11,jul,<5,2,<7,0,unknown,no
14206,18-29,admin.,single,secondary,no,184,no,yes,telephone,11,jul,5-10,7,<7,0,unknown,no
14207,30-45,blue-collar,married,primary,no,-608,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14208,30-45,entrepreneur,married,tertiary,no,83,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14209,30-45,blue-collar,married,secondary,no,84,no,yes,telephone,11,jul,5-10,2,<7,0,unknown,no
14210,30-45,housemaid,married,unknown,no,302,yes,no,cellular,11,jul,5-10,2,<7,0,unknown,no
14211,30-45,services,married,unknown,no,23,no,no,cellular,11,jul,5-10,2,<7,0,unknown,no
14212,30-45,management,divorced,tertiary,no,349,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14213,30-45,management,married,tertiary,no,272,yes,yes,cellular,11,jul,<5,2,<7,0,unknown,no
14214,30-45,services,married,secondary,no,505,no,no,cellular,11,jul,>10,3,<7,0,unknown,no
14215,30-45,services,married,secondary,no,4,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14216,18-29,management,single,tertiary,no,10,no,no,cellular,11,jul,5-10,2,<7,0,unknown,no
14217,46-64,technician,married,secondary,no,3466,yes,no,cellular,11,jul,>10,2,<7,0,unknown,yes
14218,30-45,blue-collar,divorced,secondary,no,916,yes,yes,cellular,11,jul,<5,2,<7,0,unknown,no
14219,18-29,admin.,married,secondary,no,93,yes,yes,cellular,11,jul,<5,4,<7,0,unknown,no
14220,30-45,management,married,secondary,yes,0,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14221,30-45,admin.,married,secondary,no,-203,yes,no,cellular,11,jul,>10,2,<7,0,unknown,yes
14222,46-64,admin.,divorced,unknown,no,257,no,no,cellular,11,jul,>10,2,<7,0,unknown,yes
14223,46-64,blue-collar,married,secondary,no,853,no,no,cellular,11,jul,>10,3,<7,0,unknown,no
14224,30-45,blue-collar,married,secondary,no,-318,yes,no,cellular,14,jul,<5,2,<7,0,unknown,no
14225,46-64,blue-collar,married,primary,no,3038,yes,no,cellular,14,jul,<5,2,<7,0,unknown,no
14226,30-45,technician,divorced,secondary,yes,73,yes,no,cellular,14,jul,5-10,2,<7,0,unknown,no
14227,30-45,management,married,secondary,no,-810,no,yes,cellular,14,jul,<5,2,<7,0,unknown,no
14228,30-45,management,married,tertiary,no,0,yes,no,cellular,14,jul,<5,2,<7,0,unknown,no
14229,30-45,technician,married,secondary,no,162,yes,yes,cellular,14,jul,<5,2,<7,0,unknown,no
14230,30-45,admin.,married,secondary,no,-388,yes,no,cellular,14,jul,<5,2,<7,0,unknown,no
14231,18-29,services,married,secondary,no,10,yes,no,cellular,14,jul,<5,2,<7,0,unknown,no
14232,30-45,blue-collar,married,secondary,no,1287,yes,no,cellular,14,jul,5-10,2,<7,0,unknown,no
14233,46-64,technician,married,secondary,no,1139,no,no,cellular,14,jul,>10,2,<7,0,unknown,no
14234,46-64,management,married,secondary,no,1299,yes,no,cellular,14,jul,<5,2,<7,0,unknown,no
14235,30-45,admin.,married,secondary,no,186,yes,no,cellular,14,jul,<5,2,<7,0,unknown,no
14236,46-64,admin.,married,secondary,no,821,yes,yes,telephone,14,jul,<5,2,<7,0,unknown,no
14237,30-45,blue-collar,married,secondary,yes,-406,yes,yes,cellular,14,jul,5-10,2,<7,0,unknown,no
14238,30-45,technician,married,secondary,no,0,no,no,cellular,14,jul,<5,2,<7,0,unknown,no
14239,46-64,blue-collar,married,primary,no,2356,no,yes,telephone,14,jul,<5,2,<7,0,unknown,no
14240,46-64,services,divorced,secondary,no,935,no,no,cellular,14,jul,<5,2,<7,0,unknown,no
14241,30-45,management,single,tertiary,no,338,yes,yes,telephone,14,jul,<5,2,<7,0,unknown,no
14242,18-29,services,single,secondary,no,-41,no,yes,cellular,14,jul,<5,2,<7,0,unknown,no
14243,30-45,blue-collar,married,secondary,no,500,yes,no,cellular,14,jul,5-10,2,<7,0,unknown,no
14244,30-45,management,married,tertiary,no,1906,yes,no,cellular,14,jul,<5,3,<7,0,unknown,no
14245,18-29,blue-collar,single,secondary,no,-375,yes,no,cellular,14,jul,<5,2,<7,0,unknown,no
14246,30-45,services,married,primary,no,132,no,no,cellular,14,jul,<5,2,<7,0,unknown,no
14247,46-64,blue-collar,single,primary,yes,-2,no,no,cellular,14,jul,5-10,2,<7,0,unknown,no
14248,18-29,technician,married,tertiary,no,138,yes,yes,cellular,14,jul,<5,3,<7,0,unknown,no
14249,30-45,admin.,divorced,secondary,no,187,yes,no,cellular,14,jul,<5,2,<7,0,unknown,no
14250,46-64,technician,married,secondary,no,568,yes,no,telephone,14,jul,<5,2,<7,0,unknown,no
14251,46-64,management,married,tertiary,no,58,no,yes,cellular,14,jul,<5,2,<7,0,unknown,no
14252,30-45,technician,married,secondary,no,-149,yes,no,cellular,14,jul,<5,2,<7,0,unknown,no
14253,30-45,services,divorced,secondary,no,-94,yes,no,cellular,14,jul,<5,2,<7,0,unknown,no
14254,30-45,blue-collar,married,secondary,no,2283,yes,no,cellular,14,jul,<5,3,<7,0,unknown,no
14255,30-45,blue-collar,married,primary,no,660,yes,no,cellular,14,jul,5-10,2,<7,0,unknown,no
14256,30-45,services,married,secondary,no,78,yes,yes,cellular,14,jul,<5,2,<7,0,unknown,no
14257,46-64,retired,married,secondary,no,2674,no,no,cellular,14,jul,<5,2,<7,0,unknown,no
14258,30-45,entrepreneur,married,tertiary,no,1859,yes,no,cellular,14,jul,<5,2,<7,0,unknown,no
14259,30-45,admin.,single,secondary,no,0,yes,no,cellular,14,jul,<5,2,<7,0,unknown,no
14260,46-64,admin.,married,secondary,no,3258,no,yes,cellular,14,jul,<5,2,<7,0,unknown,no
14261,46-64,management,married,tertiary,no,176,yes,yes,cellular,14,jul,<5,2,<7,0,unknown,no
14262,30-45,entrepreneur,married,secondary,no,781,no,yes,cellular,14,jul,<5,2,<7,0,unknown,no
14263,30-45,technician,married,secondary,no,682,yes,no,cellular,14,jul,<5,2,<7,0,unknown,no
14264,30-45,services,single,tertiary,no,-104,no,yes,cellular,14,jul,<5,2,<7,0,unknown,no
14265,30-45,technician,married,secondary,no,201,no,yes,cellular,14,jul,<5,8,<7,0,unknown,no
14266,46-64,admin.,married,primary,no,343,yes,no,cellular,14,jul,<5,3,<7,0,unknown,no
14267,30-45,self-employed,married,secondary,no,2575,yes,no,cellular,14,jul,5-10,2,<7,0,unknown,no
14268,46-64,blue-collar,married,unknown,no,279,yes,no,telephone,14,jul,<5,3,<7,0,unknown,no
14269,46-64,technician,divorced,secondary,no,225,no,yes,cellular,14,jul,<5,2,<7,0,unknown,no
14270,18-29,blue-collar,single,primary,no,10,no,no,cellular,14,jul,<5,3,<7,0,unknown,no
14271,46-64,retired,single,secondary,yes,-341,no,yes,cellular,14,jul,<5,3,<7,0,unknown,no
14272,18-29,admin.,married,secondary,yes,-517,yes,no,cellular,14,jul,<5,3,<7,0,unknown,no
14273,30-45,services,married,secondary,no,900,yes,yes,cellular,14,jul,<5,2,<7,0,unknown,no
14274,30-45,blue-collar,married,primary,no,689,yes,no,cellular,14,jul,5-10,2,<7,0,unknown,no
14275,30-45,technician,married,secondary,no,800,yes,no,cellular,14,jul,<5,3,<7,0,unknown,no
14276,30-45,blue-collar,single,secondary,no,179,no,no,cellular,14,jul,<5,7,<7,0,unknown,no
14277,18-29,technician,single,secondary,no,36,no,no,cellular,14,jul,<5,3,<7,0,unknown,no
14278,18-29,blue-collar,married,secondary,no,64,yes,yes,cellular,14,jul,>10,2,<7,0,unknown,no
14279,46-64,management,married,tertiary,no,248,yes,yes,cellular,14,jul,<5,3,<7,0,unknown,no
14280,46-64,blue-collar,married,primary,no,226,yes,no,cellular,14,jul,5-10,2,<7,0,unknown,no
14281,46-64,management,divorced,tertiary,no,481,yes,no,telephone,14,jul,<5,3,<7,0,unknown,no
14282,30-45,technician,married,secondary,no,-160,yes,no,cellular,14,jul,<5,6,<7,0,unknown,no
14283,30-45,management,single,tertiary,no,0,no,yes,cellular,14,jul,<5,3,<7,0,unknown,no
14284,30-45,blue-collar,married,secondary,no,992,yes,yes,cellular,14,jul,<5,3,<7,0,unknown,no
14285,30-45,management,married,tertiary,no,706,yes,yes,cellular,14,jul,<5,2,<7,0,unknown,no
14286,46-64,blue-collar,married,secondary,no,1130,no,no,cellular,14,jul,<5,2,<7,0,unknown,no
14287,46-64,blue-collar,married,primary,no,0,yes,no,telephone,14,jul,<5,3,<7,0,unknown,no
14288,30-45,technician,married,secondary,no,450,no,yes,cellular,14,jul,<5,4,<7,0,unknown,no
14289,30-45,self-employed,married,secondary,no,1749,no,no,cellular,14,jul,>10,12,<7,0,unknown,no
14290,30-45,services,married,secondary,no,393,no,no,cellular,14,jul,5-10,2,<7,0,unknown,no
14291,30-45,blue-collar,married,secondary,no,-336,yes,no,cellular,14,jul,<5,2,<7,0,unknown,no
14292,46-64,retired,married,tertiary,no,142,no,yes,cellular,14,jul,5-10,5,<7,0,unknown,no
14293,30-45,housemaid,married,primary,no,1266,yes,no,cellular,14,jul,<5,2,<7,0,unknown,no
14294,30-45,management,married,tertiary,no,0,no,yes,cellular,14,jul,<5,3,<7,0,unknown,no
14295,46-64,management,married,unknown,no,876,yes,no,telephone,14,jul,<5,3,<7,0,unknown,no
14296,18-29,technician,married,secondary,no,-559,yes,no,cellular,14,jul,<5,3,<7,0,unknown,no
14297,30-45,entrepreneur,married,secondary,no,2436,no,yes,cellular,14,jul,>10,3,<7,0,unknown,yes
14298,18-29,management,married,tertiary,no,581,yes,yes,cellular,14,jul,<5,2,<7,0,unknown,no
14299,30-45,blue-collar,married,secondary,no,-230,yes,no,cellular,14,jul,5-10,2,<7,0,unknown,no
14300,30-45,services,married,secondary,no,6,yes,no,cellular,14,jul,<5,2,<7,0,unknown,no
14301,30-45,blue-collar,married,primary,no,1821,no,yes,cellular,14,jul,<5,3,<7,0,unknown,no
14302,46-64,housemaid,married,primary,no,30,yes,no,cellular,14,jul,5-10,2,<7,0,unknown,no
14303,46-64,entrepreneur,married,tertiary,no,2262,no,no,telephone,14,jul,<5,14,<7,0,unknown,no
14304,30-45,blue-collar,married,secondary,no,476,no,no,cellular,14,jul,<5,6,<7,0,unknown,no
14305,30-45,self-employed,single,secondary,no,635,no,yes,cellular,14,jul,<5,2,<7,0,unknown,no
14306,46-64,services,married,secondary,no,-391,no,no,cellular,14,jul,<5,3,<7,0,unknown,no
14307,30-45,management,married,tertiary,no,184,yes,no,cellular,14,jul,<5,3,<7,0,unknown,no
14308,30-45,technician,single,secondary,no,287,yes,no,cellular,14,jul,<5,3,<7,0,unknown,no
14309,46-64,retired,married,tertiary,no,0,no,no,telephone,14,jul,5-10,3,<7,0,unknown,no
14310,18-29,services,married,secondary,no,7,yes,yes,cellular,14,jul,<5,4,<7,0,unknown,no
14311,46-64,blue-collar,married,secondary,no,34,yes,yes,cellular,14,jul,<5,3,<7,0,unknown,no
14312,30-45,services,married,secondary,no,-416,yes,yes,cellular,14,jul,<5,3,<7,0,unknown,no
14313,46-64,admin.,single,unknown,no,2273,no,no,cellular,14,jul,<5,3,<7,0,unknown,no
14314,18-29,management,single,secondary,no,62,no,no,cellular,14,jul,5-10,3,<7,0,unknown,no
14315,46-64,blue-collar,married,secondary,no,101,no,no,cellular,14,jul,5-10,3,<7,0,unknown,no
14316,30-45,technician,single,secondary,no,390,yes,no,cellular,14,jul,<5,2,<7,0,unknown,no
14317,30-45,management,married,tertiary,no,8300,no,yes,cellular,14,jul,5-10,3,<7,0,unknown,no
14318,46-64,management,married,tertiary,no,0,yes,no,cellular,14,jul,<5,2,<7,0,unknown,no
14319,30-45,management,married,tertiary,no,0,no,no,cellular,14,jul,>10,3,<7,0,unknown,yes
14320,30-45,management,married,tertiary,no,210,no,no,cellular,14,jul,<5,3,<7,0,unknown,no
14321,46-64,blue-collar,married,secondary,no,922,no,yes,cellular,14,jul,<5,2,<7,0,unknown,no
14322,46-64,entrepreneur,married,secondary,no,1916,no,yes,telephone,14,jul,<5,3,<7,0,unknown,no
14323,18-29,housemaid,married,primary,yes,-238,no,no,cellular,14,jul,<5,4,<7,0,unknown,no
14324,30-45,entrepreneur,single,tertiary,no,75,yes,no,cellular,14,jul,<5,3,<7,0,unknown,no
